bin_0834_0030520634.wav	 শেষ হয়েছিল দুই দশমিক তিন শতাংশ মূল্যে আজ এটা সাতশো পঞ্চাশ টাকা 
bin_0834_0142590699.wav	 জিয়াংসু শাগাং গ্রুপ চীনের বৃহত্তম বেসরকারি কোম্পানি 
bin_0834_0222598638.wav	 নুকুয়ালোফা টোঙ্গার রাজধানী 
bin_0834_0256882618.wav	 জামালপুর  ভাগলপুর মহাসড়ক ধরেই থাকুন 
bin_0834_0308229621.wav	 এটিএন্ডটি আমেরিকান বহুজাতিক টেলিযোগাযোগ কর্পোরেশন 
bin_0834_0359161381.wav	 এই ডিভাইসে কোন_pronoun ফ্ল্যাশলাইট নেই 
bin_0834_0585839058.wav	 বার্তাটি কি হবে 
bin_0834_0866722039.wav	 বক্রেশ্বর থার্মাল পাওয়ার প্লান্ট একটি বিদ্যুৎ উপযোগ বা সেবা প্রদানকারী কোম্পানি 
bin_0834_1133208080.wav	 আপনি এই কয়েক ধাপ হেঁটেছেন 
bin_0834_1208660099.wav	 মালদা 
bin_0834_1486603509.wav	 এটি পাঠান বা বাতিল বলুন অথবা টেক্সট সম্পাদনা করতে স্পর্শ করুন 
bin_0834_1513001073.wav	 এক তারবিশিষ্ট বলে_participle একে একতারা নামে অভিহিত হয় 
bin_0834_1525804908.wav	 শ্যামবাজার পাঁচ মাথার মোডে চলতে থাকুন 
bin_0834_1712167273.wav	 কলকাতায় বৃষ্টি হচ্ছে না 
bin_0834_1764973128.wav	 কুম্বলে পাঁচটি উইকেট অর্জন করেছেন 
bin_0834_1892984521.wav	 চায়না মার্চেন্টস ব্যাংক চায়নার প্রথম শেয়ার হোল্ডিং কমার্শিয়াল ব্যাংক 
bin_0834_1938961977.wav	 আমি যতদুর জানি তেমন কোন_pronoun কাজ নেই 
bin_0834_1962096123.wav	 ম্যারিকো ইন্ডিয়া গত বছর নিহার শান্তি বাদাম আমলা এবং হেয়ার কোড কেশকালা চালু করে_finite 
bin_0834_2144163271.wav	 আজ সকালে আমি সাতটার সময় উঠেছি 
bin_0834_2257629365.wav	 বার্সেলোনা ও_letter ম্যাঞ্চেস্টার ইউনাইটেড এর খেলাটি ড্র হয়েছে 
bin_0834_2723143184.wav	 এখানে শিকাগো নদীর সেতুসমূহ আছে 
bin_0834_2769356622.wav	 বের্ন সুইজারল্যান্ডের রাজধানী 
bin_0834_2860927824.wav	 শিরোনাম কি 
bin_0834_3009983813.wav	 জিএসপি ফাইন্যান্স কোম্পানি বিভিন্ন সিএসআর পালন করে_finite 
bin_0834_3018880349.wav	 উনিশ মে দুপুর তিনটায় আপনার হোটেল হিল্টনের টিকিট আছে 
bin_0834_3123533574.wav	 আপনি কোথায় যেতে চান 
bin_0834_3261872314.wav	 ক্যাব ভাড়া নেবার জন্য উবার অ্যাপ খোলা হচ্ছে 
bin_0834_3304382621.wav	 আপনি কি এটা পাঠাতে চান 
bin_0834_3504737109.wav	 চায়না কন্সট্রাকশন ব্যাংক ঊনিশশো চুয়ান্ন সালের পয়েলা অক্টোবর প্রতিষ্ঠিত হয় 
bin_0834_3596139632.wav	 আজ বেলা তিনটেতে 
bin_0834_3648160051.wav	 স্টপওয়াচ চালাচ্ছি 
bin_0834_3757677355.wav	 কলকাতা ইলেকট্রিক সাপ্লাই কোম্পানি নিরাপদ নির্ভরযোগ্য এবং টেকসই বিদ্যুৎ প্রদানের মাধ্যমে অর্থনৈতিক উন্নয়ন ও_letter সামাজিক অগ্রগতিতে অবদান করে_participle যাচ্ছে 
bin_0834_3971901390.wav	 আশ্বিনের পাঁচটি বল_verb আছে 
bin_0834_4030383867.wav	 ভারতের পশ্চিম সীমান্তে পাকিস্তান উত্তর_noun পূর্বে চীন নেপাল ও_letter ভূটান এবং পূর্বে বাংলাদেশ মায়ানমার ও_letter মালয়েশিয়া অবস্থিত 
bin_0834_4180774347.wav	 উইকিপিডিয়া অনুযায়ীঃ সবাশ ইন্ডিয়া রাজশাহী বিশ্ববিদ্যালয়ে অবস্থিত একটি কীর্তিস্তম্ভ 
bin_0834_4332479985.wav	 কলকাতা  দুর্গাপুর মহাসড়ক এ_letter থাকার জন্য মোড়ে এসে সোজা চলুন 
bin_0834_4441646076.wav	 কোহলির প্রতি ম্যাচে গড়ে দুইটি ক্যাচ রয়েছে 
bin_0834_4502326557.wav	 আমি এখনই খেলাম 
bin_0834_4566645105.wav	 পরিবহন খাতে টাটা মোটোর্স্ একটি অতি পরিচিত নাম 
bin_0834_4617858817.wav	 এইগুলো আল্পসের পর্বত 
bin_0834_4777619290.wav	 মেক্সিকো বিশ্বকাপ ম্যাচে তৃতীয় স্থানে আছে 
bin_0834_4953815265.wav	 বিরতি দেয়া হচ্ছে 
bin_0834_5012659147.wav	 দুজন বন্ধুকে নিয়ে নরেন্দ্রনাথ দক্ষিণেশ্বরে আসেন 
bin_0834_5083506726.wav	 আই এম ডি বি ডট কমে পাল্প ফিকশন একটি তারা পেয়েছে 
bin_0834_5187909722.wav	 রাজবাড়ী 
bin_0834_5260968904.wav	 আপনি শিরোনামে স্পর্শ করুন 
bin_0834_5506401657.wav	 টোকিও জাপানের রাজধানী 
bin_0834_5527198853.wav	 ইউনাইটেড এয়ারলাইন্স তিন ছয় তিন যথাযথ সময়ে আছে এটি আগামিকাল দুপুর তিন টায় ছেড়ে যাবে 
bin_0834_5788101535.wav	 অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট শুক্রবারে বন্ধ 
bin_0834_6178659838.wav	 হিন্দুস্তান মোটর কোলকাতায় অবস্থিত একটি অগ্রণী ট্রান্সপোর্ট কোম্পানি 
bin_0834_6461641489.wav	 জুরিখ ইন্স্যুরেন্স গ্রুপের সম্পদের পরিমাণ চার লাখ ছয় হাজার পাঁচ শ_letter ঊনত্রিশ মিলিয়ন ডলার 
bin_0834_6838542043.wav	 কোন_noun অ্যালার্ম অ্যাপটি 
bin_0834_6923363501.wav	 সোমবারে অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট সকাল এগারো টা থেকে বেলা তিন টে পর্যন্ত খোলা 
bin_0834_7192185207.wav	 ওয়াইফাই সেটিং খোলা হচ্ছে 
bin_0834_7406020921.wav	 দামোদর 
bin_0834_7418645360.wav	 রিলায়েন্স ইন্স্যুরেন্স মৃত্যু ব্যতিত সব ধরনের ইন্স্যুরেন্স করে_participle থাকে 
bin_0834_7467424593.wav	 চায়না ডেভেলপমেন্ট ব্যাংক মাঝারি দীর্ঘমেয়াদী অর্থায়ন সুবিধা দিয়ে দেশের উন্নয়নে সহায়তা করে_finite 
bin_0834_7693160804.wav	 জিমেলে কোন_pronoun গাড়ি ভাড়ার রিজার্ভেশন পাওয়া যায়নি 
bin_0834_7897197127.wav	 তাঁর অষ্টাদশভূজা ষোড়শভূজা দশভূজা অষ্টভূজা ও_letter চতুর্ভূজা মূর্তি দেখা যায় 
bin_0834_7908659843.wav	 বিরলা সিমেন্ট সর্বাধিক ব্যবহৃত সিমেন্ট উৎপাদন করে_finite 
bin_0834_7946966530.wav	 অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট মাউন্টেন ভিউ এর দুই দুই নয় শূন্য ওয়েস্ট এল_english ক্যামিনো রিয়াল এ_letter অবস্থিত 
bin_0834_8109605876.wav	 এইগুলো প্যারিস এর কিছু জনপ্রিয় স্থান 
bin_0834_8148014757.wav	 মহাত্মা গান্ধী রোড এ_letter থাকতে অল্প ডান দিক ধরুন 
bin_0834_8319814090.wav	 টেগোর পার্ক 
bin_0834_8333507640.wav	 কিছু বিড়াল ঠিক আছে 
bin_0834_8461052638.wav	 বের্টি ফোক্ট্‌স জার্মান জাতীয় ফুটবল দলের প্রাক্তন খেলোয়াড় ও_letter ম্যানেজার 
bin_0834_8497547188.wav	 কাজী নজরুল ইসলাম সরণি ধরে_participle ডান দিকে বাঁক নিন 
bin_0834_8581557150.wav	 আপনার পরবর্তী ফ্লাইট এয়ার ইন্ডিয়া চৌদ্দ শত বাহাত্তর 
bin_0834_8709317816.wav	 কলকাতা শহরে শিয়ালদা স্টেশনের রাস্তা খুঁজে বের করছি 
bin_0834_8787187271.wav	 জেএফকে থেকে এলএএক্স এর ইউনাইটেড এয়ারলাইনস ফ্লাইট চৌদ্দ শ_letter বাহাত্তর বিলম্বিত হয়েছে এটি পৌঁছাবে উনিশ মে দুপুর তিন টেয় 
bin_0834_8885104062.wav	 মমতা ব্যানার্জি 
bin_0834_9007774785.wav	 আপনি কাকে ভিডিও কল করতে চান 
bin_0834_9291452705.wav	 আপনিই ভালো করে_participle জানেন 
bin_0834_9576874086.wav	 কাশিপুর 
